1	uniprot:Q13526	gene symbol:PIN1	taxid:9606	signalink:IIP|signalink:JAK/STAT	innatedb:IDBG-26087|uniprot:Q13526|refseq:NP_006212|hgnc:PIN1(display_short)|uniprotkb:Q13526|uniprotkb:PIN1_HUMAN|ensembl:ENSG00000127445|shortlabel:PIN1	
2	uniprot:P30613	hgnc:PKLR	taxid:9606	signalink:IIP|acsn:MITOCH_METABOLISM	uniprotkb:KPYR_HUMAN|hgnc:PKLR(display_short)|uniprot:P30613|uniprotkb:P30613|refseq:NP_000289|refseq:NP_870986|ensembl:ENSG00000143627|hgnc:PKLR|innatedb:IDBG-103234|gene symbol:PKLR	
3	uniprot:Q13191	gene symbol:CBLB	taxid:9606	signalink:IIP|signalink:BCR|signalink:RTK	entrez gene/locuslink:CBLB|uniprotkb:CBLB_HUMAN|hgnc:CBLB(display_short)|ensembl:ENSG00000114423|uniprotkb:Q13191|uniprot:Q13191|refseq:NP_733762|innatedb:IDBG-48442|shortlabel:CBLB	
4	uniprot:P26583	gene symbol:HMGB2	taxid:9606	signalink:JAK/STAT	uniprot:P26583|innatedb:IDBG-44657|ensembl:ENSG00000164104|uniprotkb:HMGB2_HUMAN|uniprotkb:P26583|refseq:NP_001124160|refseq:NP_002120|refseq:NP_001124161|hgnc:HMGB2(display_short)	
5	uniprot:A4D2P1  	entrez gene/locuslink:RAC1 	taxid:9606	signalink:TCR		
6	uniprot:P27361	gene symbol:MAPK3	taxid:9606	signalink:IIP|signalink:RTK	hgnc:MAPK3(display_short)|refseq:NP_002737|uniprotkb:P27361|uniprot:P27361|innatedb:IDBG-25745|refseq:NP_001035145|entrez gene/locuslink:MAPK3|ensembl:ENSG00000102882|refseq:NP_001103361|uniprotkb:MK03_HUMAN|shortlabel:MAPK3	
7	uniprot:Q8WXH5	gene symbol:SOCS4	taxid:9606	signalink:IIP	uniprot:Q8WXH5|innatedb:IDBG-7209|ensembl:ENSG00000180008|uniprotkb:Q8WXH5|uniprotkb:SOCS4_HUMAN|refseq:NP_543143|refseq:NP_955453|hgnc:SOCS4(display_short)	
8	uniprot:Q9H2U1	gene symbol:DHX36	taxid:9606	signalink:IIP	uniprot:Q9H2U1|innatedb:IDBG-62011|ensembl:ENSG00000174953|uniprotkb:DHX36_HUMAN|refseq:NP_001107869|uniprotkb:Q9H2U1|refseq:NP_065916|hgnc:DHX36(display_short)	
9	uniprot:Q02641	gene symbol:CACNB1	taxid:9606	signalink:RTK	uniprot:Q02641|innatedb:IDBG-45318|ensembl:ENSG00000067191|uniprotkb:CACB1_HUMAN|refseq:NP_954855|uniprotkb:Q02641|refseq:NP_954856|refseq:NP_000714|hgnc:CACNB1(display_short)	
10	uniprot:Q02643	shortlabel:GHRHR	taxid:9606	signalink:GPCR|signalink:GPCR|signalink:GPCR		
11	uniprot:P11831	gene symbol:SRF	taxid:9606	signalink:IIP|signalink:Rho/Cytoskeleton	innatedb:IDBG-87849|refseq:NP_003122|ensembl:ENSG00000112658|hgnc:SRF(display_short)|uniprot:P11831|uniprotkb:SRF_HUMAN|refseq:NP_001278930|uniprotkb:P11831|shortlabel:SRF	
12	uniprot:Q9NRG9	gene symbol:AAAS	taxid:9606	signalink:JAK/STAT|reactome:R-HSA-180746|reactome:R-HSA-3371453|reactome:R-HSA-5578749|reactome:R-HSA-165054|reactome:R-HSA-3108214|reactome:R-HSA-170822|reactome:R-HSA-168325|signalink:IIP|reactome:R-HSA-180910|reactome:R-HSA-3301854	ensembl:ENSG00000094914|hgnc:AAAS(display_short)|uniprotkb:AAAS_HUMAN|refseq:NP_056480|refseq:NP_001166937|innatedb:IDBG-36498|uniprot:Q9NRG9|uniprotkb:Q9NRG9|shortlabel:AAAS	
13	uniprot:P11836	gene symbol:MS4A1	taxid:9606	signalink:TLR	uniprot:P11836|innatedb:IDBG-49101|ensembl:ENSG00000156738|uniprotkb:CD20_HUMAN|refseq:NP_068769|uniprotkb:P11836|refseq:NP_690605|hgnc:MS4A1(display_short)	
14	uniprot:Q6UX06	gene symbol:OLFM4	taxid:9606	signalink:IIP	uniprot:Q6UX06|innatedb:IDBG-36123|ensembl:ENSG00000102837|refseq:NP_006409|uniprotkb:OLFM4_HUMAN|uniprotkb:Q6UX06|hgnc:OLFM4(display_short)	
15	uniprot:Q16543	gene symbol:CDC37	taxid:9606	signalink:IIP	uniprot:Q16543|innatedb:IDBG-27267|ensembl:ENSG00000105401|uniprotkb:CDC37_HUMAN|refseq:NP_008996|uniprotkb:Q16543|hgnc:CDC37(display_short)	
