P10415	P04049	9194558	physical interaction	experimental interaction detection
P10415	P04637	9194558	physical interaction	experimental interaction detection
Q09472	P04637	19234109;19217391;19217391;17438265;18391200;19217391;9194565;11070080;19217391;17438265	physical association;direct interaction;direct interaction;direct interaction;direct interaction;direct interaction;physical interaction;physical interaction;direct interaction;direct interaction	anti tag coimmunoprecipitation;nuclear magnetic resonance;isothermal titration calorimetry;nuclear magnetic resonance;x ray scattering;classical fluorescence spectroscopy;coimmunoprecipitation;molecular sieving;nuclear magnetic resonance;classical fluorescence spectroscopy
Q09472	P43268	9194565	physical interaction	coimmunoprecipitation
P16220	Q92793	16799563;7913207	physical association;physical interaction	pull down;experimental interaction detection
Q92793	P10243	9210395	physical interaction	experimental interaction detection
Q09472	P25490	9199306	physical interaction	biophysical
P36956	Q92793	16799563;16799563;8918891;16799563;16799563;16799563	physical association;physical association;physical interaction;physical association;physical association;physical association	pull down;pull down;experimental interaction detection;pull down;pull down;pull down
P15923	Q04650	9199284	physical interaction	experimental interaction detection
P15923	P15172	9184158	physical interaction	biochemical
P15172	Q08999	9121766	physical interaction	biochemical
Q02535	P15884	8999959	physical interaction	experimental interaction detection
P25490	P32561	8917507	physical interaction	experimental interaction detection
P00519	Q13315	9168117	physical interaction	coimmunoprecipitation
P35609	P35439	9009191	physical interaction	coimmunoprecipitation
P02593	P35609	9009191	physical interaction	coimmunoprecipitation
P31314	Q15172	9009195	physical interaction	coimmunoprecipitation
P01730	P01730	9168119;9168119	physical interaction;direct interaction	biophysical;cross-linking study
P15172	P15172	9184158	physical interaction	experimental interaction detection
Q16623	P23763	9144278	physical interaction	experimental interaction detection
P08571	P18428	2402637	physical interaction	biochemical
P10809	P04273	8676499;8676499	physical interaction;physical interaction	two hybrid;coimmunoprecipitation
P13598	P05107	9153399	physical interaction	experimental interaction detection
P10415	P10415	9144199	physical interaction	biophysical
Q07812	P10415	9194558;18981409;18981409	physical interaction;physical association;physical association	experimental interaction detection;anti tag coimmunoprecipitation;anti tag coimmunoprecipitation
P54920	P46459	9144278	physical interaction	experimental interaction detection
P24941	P28161	8606778	physical interaction	two hybrid
P17947	P49716	7594592;7594592	physical interaction;physical interaction	biophysical;biochemical
P17947	Q08945	7594592	physical interaction	experimental interaction detection
P19438	Q15628	9129204;23955153;19641494	physical interaction;physical association;physical association	experimental interaction detection;anti tag coimmunoprecipitation;anti bait coimmunoprecipitation
Q13158	P19438	9129204	physical interaction	experimental interaction detection
P14778	P25799	9020361	physical interaction	experimental interaction detection
P08138	Q91407	9204927	physical interaction	biochemical
P20783	Q91407	7972023	physical interaction	biochemical
P01112	P20936	9219684	direct interaction	x-ray crystallography
P62993	P00533	1322798	physical interaction	biochemical
P62993	P52583	1322798	physical interaction	experimental interaction detection
P29466	P01584	8999548;19439663	physical interaction;protein cleavage	biochemical;protease assay
P01579	P70380	8999548	physical interaction	biochemical
P29466	P70380	8999548	physical interaction	biochemical
P42574	P70380	8999548	physical interaction	biochemical
P01350	P32239	8824290	physical interaction	experimental interaction detection
P01350	P35570	8824290	physical interaction	coimmunoprecipitation
P43405	Q15349	9218456	physical interaction	biochemical
P08253	Q13753	9211848	physical interaction	experimental interaction detection
P10242	P38531	9211854;9211854;9211854	physical interaction;physical interaction;physical interaction	two hybrid;biochemical;biophysical
P06730	Q62622	7939721;7939721;7939721	physical interaction;physical interaction;physical interaction	biochemical;experimental interaction detection;coimmunoprecipitation
P36956	Q60431	8643593;8643593	physical interaction;physical interaction	experimental interaction detection;biophysical
P42574	P04187	7566124;7566124	physical interaction;physical interaction	experimental interaction detection;comigration in non denaturing gel electrophoresis
P09874	P42574	17167422;7596430;7596430;7596430	protein cleavage;physical interaction;physical interaction;physical interaction	protease assay;biophysical;molecular sieving;biochemical
P04637	Q00987	17080083;11278372;12529318;24207125;21857681;11070080;18316739;10321734;10321734;8875929;11223036;17438265;19234109;10321734;8875929;17080083;8875929;24207125;17438265;21857681;17470788;9529249;10608892;18172499;7926727;18172499;19255450;18172499;20173098;18172499;24667498;17080083	physical association;physical association;physical association;direct interaction;physical association;physical association;physical association;physical association;physical association;physical interaction;physical association;direct interaction;physical association;physical association;genetic interference;direct interaction;direct interaction;direct interaction;direct interaction;physical association;physical association;physical association;physical association;direct interaction;physical association;direct interaction;direct interaction;physical association;physical association;physical association;physical association;physical association	anti bait coimmunoprecipitation;coimmunoprecipitation;coimmunoprecipitation;nuclear magnetic resonance;anti bait coimmunoprecipitation;molecular sieving;anti bait coimmunoprecipitation;experimental interaction detection;coimmunoprecipitation;coimmunoprecipitation;coimmunoprecipitation;nuclear magnetic resonance;anti tag coimmunoprecipitation;experimental interaction detection;genetic interference;fluorescence polarization spectroscopy;x-ray crystallography;isothermal titration calorimetry;classical fluorescence spectroscopy;anti bait coimmunoprecipitation;anti tag coimmunoprecipitation;coimmunoprecipitation;coimmunoprecipitation;anti bait coimmunoprecipitation;biochemical;pull down;isothermal titration calorimetry;anti bait coimmunoprecipitation;anti bait coimmunoprecipitation;anti bait coimmunoprecipitation;anti bait coimmunoprecipitation;anti bait coimmunoprecipitation
P09086	Q64693	8530384;8530384	physical interaction;physical interaction	comigration in non denaturing gel electrophoresis;coimmunoprecipitation
P20071	P42345	7539137;7539137;7539137;7539137	physical interaction;physical interaction;physical interaction;physical interaction	experimental interaction detection;biochemical;biophysical;molecular sieving
Q16514	Q16514	8598932	physical interaction	comigration in non denaturing gel electrophoresis
Q16514	P02304	8598932;8598932	physical interaction;physical interaction	biochemical;comigration in non denaturing gel electrophoresis
P02304	Q16594	8598932;8598932	physical interaction;physical interaction	biochemical;comigration in non denaturing gel electrophoresis
Q16695	Q62311	8598932;8598932	physical interaction;physical interaction	biochemical;comigration in non denaturing gel electrophoresis
P20226	P46677	7935765	physical interaction	biochemical
P21675	P20226	7680771;7680771	physical interaction;physical interaction	two hybrid;experimental interaction detection
P21675	P23255	8178153;8178153	physical interaction;physical interaction	experimental interaction detection;comigration in non denaturing gel electrophoresis
P11277	P02549	8226774	physical interaction	experimental interaction detection
Q16594	Q62311	7667268;7667268;7667268	physical interaction;physical interaction;physical interaction	comigration in non denaturing gel electrophoresis;experimental interaction detection;coimmunoprecipitation
Q16514	Q62311	7667268;7667268;7667268	physical interaction;physical interaction;physical interaction	experimental interaction detection;coimmunoprecipitation;comigration in non denaturing gel electrophoresis
P20226	Q62311	7667268;7667268;7667268	physical interaction;physical interaction;physical interaction	coimmunoprecipitation;comigration in non denaturing gel electrophoresis;experimental interaction detection
P49848	Q16594	7597030;7597030;23292512;23292512;23292512	physical interaction;physical interaction;physical association;physical association;physical association	comigration in non denaturing gel electrophoresis;biochemical;pull down;pull down;pull down
Q16594	Q00403	7597030;7597030	physical interaction;physical interaction	biochemical;comigration in non denaturing gel electrophoresis
