P31946	YWHAB
P31946	14-3-3 protein beta/alpha
P31946	Protein 1054
P31946	Protein kinase C inhibitor protein 1
P31946	KCIP-1
P62258	YWHAE
P62258	14-3-3 protein epsilon
P62258	14-3-3E
Q04917	YWHAH
Q04917	YWHA1
Q04917	14-3-3 protein eta
Q04917	Protein AS1
P61981	YWHAG
P61981	14-3-3 protein gamma
P61981	Protein kinase C inhibitor protein 1
P61981	KCIP-1
P31947	SFN
P31947	HME1
P31947	14-3-3 protein sigma
P31947	Epithelial cell marker protein 1
P31947	Stratifin
P27348	YWHAQ
P27348	14-3-3 protein theta
P27348	14-3-3 protein T-cell
P27348	14-3-3 protein tau
P27348	Protein HS1
P63104	YWHAZ
P63104	14-3-3 protein zeta/delta
P63104	Protein kinase C inhibitor protein 1
P63104	KCIP-1
P30443	HLA-A
P30443	HLAA
P30443	HLA class I histocompatibility antigen, A-1 alpha chain
P30443	MHC class I antigen A*1
P01892	HLA-A
P01892	HLAA
P01892	HLA class I histocompatibility antigen, A-2 alpha chain
P01892	MHC class I antigen A*2
P04439	HLA-A
P04439	HLAA
P04439	HLA class I histocompatibility antigen, A-3 alpha chain
P04439	MHC class I antigen A*3
P13746	HLA-A
P13746	HLAA
P13746	HLA class I histocompatibility antigen, A-11 alpha chain
P13746	MHC class I antigen A*11
Q96QU6	ACCS
Q96QU6	PHACS
Q96QU6	1-aminocyclopropane-1-carboxylate synthase-like protein 1
Q96QU6	ACC synthase-like protein 1
Q4AC99	ACCSL
Q4AC99	Probable inactive 1-aminocyclopropane-1-carboxylate synthase-like protein 2
Q4AC99	ACC synthase-like protein 2
P30447	HLA-A
P30447	HLAA
P30447	HLA class I histocompatibility antigen, A-23 alpha chain
P30447	HLA class I histocompatibility antigen, A-9 alpha chain
P30447	MHC class I antigen A*23
P05534	HLA-A
P05534	HLAA
P05534	HLA class I histocompatibility antigen, A-24 alpha chain
P05534	Aw-24
P05534	HLA class I histocompatibility antigen, A-9 alpha chain
P05534	MHC class I antigen A*24
P18462	HLA-A
P18462	HLAA
P18462	HLA class I histocompatibility antigen, A-25 alpha chain
P18462	HLA class I histocompatibility antigen, A-10 alpha chain
P18462	MHC class I antigen A*25
P30450	HLA-A
P30450	HLAA
P30450	HLA class I histocompatibility antigen, A-26 alpha chain
P30450	MHC class I antigen A*26
P16188	HLA-A
P16188	HLAA
P16188	HLA class I histocompatibility antigen, A-30 alpha chain
P16188	MHC class I antigen A*30
P30512	HLA-A
P30512	HLAA
P30512	HLA class I histocompatibility antigen, A-29 alpha chain
P30512	Aw-19
P30512	MHC class I antigen A*29
P16189	HLA-A
P16189	HLAA
P16189	HLA class I histocompatibility antigen, A-31 alpha chain
P16189	MHC class I antigen A*31
P10314	HLA-A
P10314	HLAA
P10314	HLA class I histocompatibility antigen, A-32 alpha chain
P10314	MHC class I antigen A*32
P16190	HLA-A
P16190	HLAA
P16190	HLA class I histocompatibility antigen, A-33 alpha chain
P16190	Aw-19
P16190	Aw-33
P16190	MHC class I antigen A*33
P30453	HLA-A
P30453	HLAA
P30453	HLA class I histocompatibility antigen, A-34 alpha chain
P30453	Aw-34
P30453	HLA class I histocompatibility antigen, A-10 alpha chain
P30453	MHC class I antigen A*34
P30455	HLA-A
P30455	HLAA
P30455	HLA class I histocompatibility antigen, A-36 alpha chain
P30455	Aw-36
P30455	MHC class I antigen A*36
P30456	HLA-A
P30456	HLAA
P30456	HLA class I histocompatibility antigen, A-43 alpha chain
P30456	Aw-43
P30456	MHC class I antigen A*43
P30457	HLA-A
P30457	HLAA
P30457	HLA class I histocompatibility antigen, A-66 alpha chain
P30457	Aw-66
P30457	HLA class I histocompatibility antigen, A-10 alpha chain
P30457	MHC class I antigen A*66
P01891	HLA-A
P01891	HLAA
P01891	HLA class I histocompatibility antigen, A-68 alpha chain
P01891	Aw-68
P01891	HLA class I histocompatibility antigen, A-28 alpha chain
P01891	MHC class I antigen A*68
P10316	HLA-A
P10316	HLAA
P10316	HLA class I histocompatibility antigen, A-69 alpha chain
P10316	Aw-69
P10316	HLA class I histocompatibility antigen, A-28 alpha chain
P10316	MHC class I antigen A*69
P30459	HLA-A
P30459	HLAA
P30459	HLA class I histocompatibility antigen, A-74 alpha chain
P30459	Aw-19
P30459	Aw-74
P30459	MHC class I antigen A*74
Q09160	HLA-A
Q09160	HLAA
Q09160	HLA class I histocompatibility antigen, A-80 alpha chain
Q09160	Aw-80
Q09160	HLA class I histocompatibility antigen, A-1 alpha chain
Q09160	MHC class I antigen A*80
P01889	HLA-B
P01889	HLAB
P01889	HLA class I histocompatibility antigen, B-7 alpha chain
P01889	MHC class I antigen B*7
P30460	HLA-B
P30460	HLAB
P30460	HLA class I histocompatibility antigen, B-8 alpha chain
P30460	MHC class I antigen B*8
P30461	HLA-B
P30461	HLAB
